BuchungsDatum,ArtikelNr,Quantity,Postenart,Source No_
2024-06-28,item x,-1.14,Verbrauch,part x
2024-06-28,item x,-5.32,Verbrauch,part x
2024-07-01,item x,-1.32,Verbrauch,part x
2024-07-01,item x,-1.58,Verbrauch,part x
2024-07-01,item x,-6.53,Verbrauch,part x
2024-07-01,item x,-0.41,Verbrauch,part x
2024-07-01,item x,-2.03,Verbrauch,part x
2024-07-01,item x,-1.39,Verbrauch,part x
2024-07-01,item x,-2.51,Verbrauch,part x
2024-07-01,item x,0.91,Verbrauch,part x
2024-07-01,item x,-10.09,Verbrauch,part x
2024-07-01,item x,1.59,Verbrauch,part x
2024-07-02,item x,2.87,Verbrauch,part x
2024-07-02,item x,-1.25,Verbrauch,part x
2024-07-02,item x,-1.74,Verbrauch,part x
2024-07-02,item x,-3.43,Verbrauch,part x
2024-07-02,item x,-0.24,Verbrauch,part x
2024-07-02,item x,-2.66,Verbrauch,part x
2024-07-02,item x,-2.0,Verbrauch,part x
2024-07-02,item x,-1.25,Verbrauch,part x
2024-07-02,item x,-2.22,Verbrauch,part x
2024-07-02,item x,-2.17,Verbrauch,part x
2024-07-02,item x,-0.84,Verbrauch,part x
2024-07-02,item x,-3.21,Verbrauch,part x
2024-07-02,item x,-1.74,Verbrauch,part x
2024-07-02,item x,-2.65,Verbrauch,part x
2024-07-03,item x,-5.11,Verbrauch,part x
2024-07-03,item x,-1.89,Verbrauch,part x
2024-07-03,item x,-3.24,Verbrauch,part x
2024-07-03,item x,-3.49,Verbrauch,part x
2024-07-03,item x,-1.92,Verbrauch,part x
2024-07-03,item x,-3.71,Verbrauch,part x
2024-07-04,item x,-0.37,Verbrauch,part x
2024-07-04,item x,-1.55,Verbrauch,part x
2024-07-04,item x,-0.85,Verbrauch,part x
2024-07-04,item x,-0.42,Verbrauch,part x
2024-07-04,item x,-5.65,Verbrauch,part x
2024-07-04,item x,-1.34,Verbrauch,part x
2024-07-04,item x,-3.44,Verbrauch,part x
2024-07-04,item x,-1.18,Verbrauch,part x
2024-07-04,item x,-6.36,Verbrauch,part x
2024-07-05,item x,-3.08,Verbrauch,part x
2024-07-05,item x,-1.26,Verbrauch,part x
2024-07-08,item x,-0.59,Verbrauch,part x
2024-07-08,item x,-0.51,Verbrauch,part x
2024-07-08,item x,-1.33,Verbrauch,part x
2024-07-08,item x,-7.56,Verbrauch,part x
2024-07-09,item x,-1.44,Verbrauch,part x
2024-07-09,item x,-0.9,Verbrauch,part x
2024-07-09,item x,-2.33,Verbrauch,part x
2024-07-09,item x,-0.58,Verbrauch,product x
2024-07-09,item x,-0.31,Verbrauch,product x
2024-07-09,item x,-3.21,Verbrauch,product x
2024-07-09,item x,-3.52,Verbrauch,part x
2024-07-09,item x,-2.61,Verbrauch,part x
2024-07-09,item x,-0.59,Verbrauch,part x
2024-07-09,item x,-3.11,Verbrauch,part x
2024-07-09,item x,-1.65,Verbrauch,part x
2024-07-09,item x,-13.97,Verbrauch,part x
2024-07-09,item x,-5.99,Verbrauch,part x
2024-07-09,item x,-3.63,Verbrauch,part x
2024-07-09,item x,-0.61,Verbrauch,part x
2024-07-09,item x,-3.06,Verbrauch,part x
2024-07-11,item x,-0.4,Verbrauch,part x
2024-07-11,item x,-1.26,Verbrauch,part x
2024-07-11,item x,-3.12,Verbrauch,part x
2024-07-11,item x,-0.89,Verbrauch,part x
2024-07-11,item x,-2.37,Verbrauch,part x
2024-07-11,item x,-4.7,Verbrauch,part x
2024-07-11,item x,-5.54,Verbrauch,part x
2024-07-11,item x,-2.15,Verbrauch,part x
2024-07-11,item x,-2.94,Verbrauch,part x
2024-07-11,item x,-0.26,Verbrauch,part x
2024-07-11,item x,-0.11,Verbrauch,part x
2024-07-16,item x,-1.42,Verbrauch,part x
2024-07-16,item x,-0.6,Verbrauch,part x
2024-07-16,item x,-0.62,Verbrauch,part x
2024-07-16,item x,-3.24,Verbrauch,part x
2024-07-17,item x,-2.02,Verbrauch,part x
2024-07-17,item x,-0.29,Verbrauch,part x
2024-07-17,item x,-3.25,Verbrauch,part x
2024-07-17,item x,-3.12,Verbrauch,part x
2024-07-18,item x,-8.75,Verbrauch,part x
2024-07-18,item x,-1.55,Verbrauch,part x
2024-07-18,item x,-1.93,Verbrauch,part x
2024-07-18,item x,-3.46,Verbrauch,part x
2024-07-18,item x,-0.55,Verbrauch,part x
2024-07-18,item x,-3.39,Verbrauch,part x
2024-07-19,item x,-1.21,Verbrauch,part x
2024-07-19,item x,-1.42,Verbrauch,part x
2024-07-19,item x,-10.21,Verbrauch,part x
2024-07-19,item x,-9.17,Verbrauch,part x
2024-07-19,item x,-5.72,Verbrauch,part x
2024-07-19,item x,-1.84,Verbrauch,part x
2024-07-19,item x,-2.76,Verbrauch,part x
2024-07-22,item x,-0.71,Verbrauch,product x
2024-07-22,item x,-2.67,Verbrauch,part x
2024-07-22,item x,-0.4,Verbrauch,part x
2024-07-22,item x,-0.96,Verbrauch,part x
2024-07-22,item x,-0.43,Verbrauch,part x
2024-07-22,item x,-0.41,Verbrauch,part x
2024-07-23,item x,-1.73,Verbrauch,part x
2024-07-23,item x,-0.57,Verbrauch,part x
2024-07-23,item x,-3.55,Verbrauch,part x
2024-07-23,item x,-3.61,Verbrauch,part x
2024-07-23,item x,-3.33,Verbrauch,part x
2024-07-23,item x,-0.82,Verbrauch,part x
2024-07-23,item x,-0.84,Verbrauch,part x
2024-07-23,item x,-0.21,Verbrauch,part x
2024-07-23,item x,-0.32,Verbrauch,part x
2024-07-24,item x,-5.28,Verbrauch,part x
2024-07-24,item x,-5.62,Verbrauch,part x
2024-07-24,item x,-5.04,Verbrauch,part x
2024-07-24,item x,-1.87,Verbrauch,part x
2024-07-24,item x,-2.32,Verbrauch,part x
2024-07-24,item x,-3.8,Verbrauch,part x
2024-07-24,item x,-0.64,Verbrauch,part x
2024-07-24,item x,-0.98,Verbrauch,part x
2024-07-24,item x,-0.51,Verbrauch,part x
2024-07-24,item x,-3.22,Verbrauch,part x
2024-07-24,item x,-2.69,Verbrauch,part x
2024-07-24,item x,-2.88,Verbrauch,part x
2024-07-24,item x,-1.94,Verbrauch,part x
2024-07-24,item x,-1.77,Verbrauch,part x
2024-07-24,item x,-2.04,Verbrauch,part x
2024-07-24,item x,-0.22,Verbrauch,part x
2024-07-24,item x,-2.88,Verbrauch,part x
2024-07-24,item x,-2.05,Verbrauch,part x
2024-07-24,item x,-3.25,Verbrauch,part x
2024-07-24,item x,-3.25,Verbrauch,part x
2024-07-24,item x,-2.98,Verbrauch,part x
2024-07-24,item x,-1.33,Verbrauch,part x
2024-07-24,item x,-3.12,Verbrauch,part x
2024-07-25,item x,-1.5,Verbrauch,part x
2024-07-25,item x,-1.07,Verbrauch,part x
2024-07-29,item x,-3.21,Verbrauch,part x
2024-07-30,item x,-2.15,Verbrauch,part x
2024-07-30,item x,-2.86,Verbrauch,part x
2024-07-30,item x,-1.82,Verbrauch,part x
2024-07-30,item x,-0.26,Verbrauch,part x
2024-07-30,item x,-0.72,Verbrauch,part x
2024-07-30,item x,-8.05,Verbrauch,part x
2024-07-30,item x,-0.65,Verbrauch,part x
2024-07-30,item x,-1.73,Verbrauch,part x
2024-07-31,item x,-0.4,Verbrauch,part x
2024-08-01,item x,-3.13,Verbrauch,part x
2024-08-02,item x,-1.74,Verbrauch,part x
2024-08-02,item x,-2.56,Verbrauch,part x
2024-08-02,item x,-3.45,Verbrauch,part x
2024-08-02,item x,-3.25,Verbrauch,part x
2024-08-02,item x,-1.97,Verbrauch,part x
2024-08-02,item x,-0.94,Verbrauch,part x
2024-08-02,item x,-1.81,Verbrauch,part x
2024-08-05,item x,-2.38,Verbrauch,part x
2024-08-05,item x,-2.56,Verbrauch,part x
2024-08-05,item x,-2.26,Verbrauch,part x
2024-08-06,item x,-2.07,Verbrauch,part x
2024-08-06,item x,-1.42,Verbrauch,part x
2024-08-06,item x,-2.14,Verbrauch,part x
2024-08-06,item x,-1.48,Verbrauch,part x
2024-08-06,item x,-0.84,Verbrauch,part x
2024-08-06,item x,-0.35,Verbrauch,part x
2024-08-07,item x,-1.68,Verbrauch,part x
2024-08-07,item x,-3.38,Verbrauch,part x
2024-08-07,item x,-1.7,Verbrauch,part x
2024-08-07,item x,-1.22,Verbrauch,part x
2024-08-08,item x,-1.4,Verbrauch,product x
2024-08-08,item x,-1.93,Verbrauch,product x
2024-08-08,item x,-2.8,Verbrauch,part x
2024-08-08,item x,-2.82,Verbrauch,part x
2024-08-08,item x,-2.93,Verbrauch,part x
2024-08-08,item x,-2.28,Verbrauch,part x
2024-08-08,item x,-1.51,Verbrauch,part x
2024-08-08,item x,-1.61,Verbrauch,part x
2024-08-08,item x,-4.48,Verbrauch,part x
2024-08-09,item x,-1.94,Verbrauch,part x
2024-08-09,item x,-0.74,Verbrauch,part x
2024-08-09,item x,-2.54,Verbrauch,part x
2024-08-09,item x,-2.3,Verbrauch,part x
2024-08-12,item x,-0.6,Verbrauch,part x
2024-08-12,item x,-12.43,Verbrauch,part x
2024-08-12,item x,-3.33,Verbrauch,part x
2024-08-12,item x,-3.32,Verbrauch,part x
2024-08-12,item x,-3.18,Verbrauch,part x
2024-08-12,item x,-3.69,Verbrauch,part x
2024-08-12,item x,-0.93,Verbrauch,part x
2024-08-12,item x,-2.81,Verbrauch,part x
2024-08-14,item x,-2.5,Verbrauch,part x
2024-08-14,item x,-0.84,Verbrauch,part x
2024-08-14,item x,-3.86,Verbrauch,part x
2024-08-14,item x,-1.46,Verbrauch,part x
2024-08-14,item x,-2.59,Verbrauch,part x
2024-08-14,item x,-3.76,Verbrauch,part x
2024-08-14,item x,-1.92,Verbrauch,part x
2024-08-14,item x,-3.49,Verbrauch,part x
2024-08-14,item x,-5.28,Verbrauch,part x
2024-08-15,item x,-2.02,Verbrauch,part x
2024-08-15,item x,-0.91,Verbrauch,part x
2024-08-16,item x,-6.96,Verbrauch,part x
2024-08-16,item x,-3.07,Verbrauch,part x
2024-08-19,item x,-0.66,Verbrauch,part x
2024-08-19,item x,-2.86,Verbrauch,part x
2024-08-19,item x,-1.21,Verbrauch,part x
2024-08-19,item x,-0.69,Verbrauch,part x
2024-08-19,item x,-1.31,Verbrauch,part x
2024-08-19,item x,-2.11,Verbrauch,part x
2024-08-19,item x,-3.62,Verbrauch,part x
2024-08-19,item x,-3.22,Verbrauch,part x
2024-08-19,item x,-1.85,Verbrauch,part x
2024-08-19,item x,-6.9,Verbrauch,part x
2024-08-19,item x,-2.36,Verbrauch,part x
2024-08-19,item x,-6.92,Verbrauch,part x
2024-08-20,item x,-3.11,Verbrauch,part x
2024-08-20,item x,-2.77,Verbrauch,part x
2024-08-20,item x,-0.68,Verbrauch,part x
2024-08-20,item x,-4.54,Verbrauch,part x
2024-08-20,item x,-4.96,Verbrauch,part x
2024-08-20,item x,-4.06,Verbrauch,part x
2024-08-21,item x,-1.56,Verbrauch,part x
2024-08-21,item x,-0.91,Verbrauch,part x
2024-08-21,item x,-1.29,Verbrauch,part x
2024-08-21,item x,-0.19,Verbrauch,part x
2024-08-22,item x,-0.25,Verbrauch,part x
2024-08-22,item x,-0.11,Verbrauch,part x
2024-08-22,item x,-1.21,Verbrauch,part x
2024-08-22,item x,-3.22,Verbrauch,part x
2024-08-22,item x,-3.63,Verbrauch,part x
2024-08-22,item x,-1.68,Verbrauch,part x
2024-08-22,item x,-1.46,Verbrauch,part x
2024-08-22,item x,-1.5,Verbrauch,part x
2024-08-22,item x,-2.56,Verbrauch,part x
2024-08-22,item x,-0.49,Verbrauch,part x
2024-08-22,item x,-1.25,Verbrauch,part x
2024-08-22,item x,-0.53,Verbrauch,part x
2024-08-22,item x,-3.35,Verbrauch,part x
2024-08-23,item x,-0.21,Verbrauch,part x
2024-08-23,item x,-0.65,Verbrauch,part x
2024-08-23,item x,-1.72,Verbrauch,part x
2024-08-23,item x,-7.95,Verbrauch,part x
2024-08-23,item x,-23.85,Verbrauch,part x
2024-08-23,item x,-13.55,Verbrauch,part x
2024-08-23,item x,-0.57,Verbrauch,part x
2024-08-26,item x,-0.54,Verbrauch,part x
2024-08-26,item x,-3.57,Verbrauch,part x
2024-08-26,item x,-1.65,Verbrauch,part x
2024-08-26,item x,-2.59,Verbrauch,part x
2024-08-26,item x,-25.4,Verbrauch,part x
2024-08-26,item x,-28.7,Verbrauch,part x
2024-08-27,item x,-3.07,Verbrauch,part x
2024-08-27,item x,-5.65,Verbrauch,part x
2024-08-30,item x,-5.17,Verbrauch,part x
2024-08-30,item x,-0.84,Verbrauch,part x
2024-08-30,item x,1379.61,Einkauf,part x
2024-08-30,item x,-1.17,Verbrauch,part x
2024-08-30,item x,-1.0,Verbrauch,part x
2024-08-30,item x,-2.26,Verbrauch,part x
2024-09-02,item x,-0.46,Verbrauch,part x
2024-09-02,item x,-3.71,Verbrauch,product x
2024-09-02,item x,-2.65,Verbrauch,product x
2024-09-02,item x,-0.14,Verbrauch,part x
2024-09-02,item x,-3.14,Verbrauch,part x
2024-09-02,item x,-3.21,Verbrauch,part x
2024-09-02,item x,-3.75,Verbrauch,part x
2024-09-03,item x,-3.47,Verbrauch,part x
2024-09-03,item x,-13.65,Verbrauch,part x
2024-09-03,item x,-6.38,Verbrauch,part x
2024-09-03,item x,-0.91,Verbrauch,part x
2024-09-03,item x,-3.6,Verbrauch,part x
2024-09-03,item x,-2.85,Verbrauch,part x
2024-09-03,item x,-2.76,Verbrauch,part x
2024-09-03,item x,-2.29,Verbrauch,part x
2024-09-03,item x,-1.25,Verbrauch,part x
2024-09-03,item x,-1.76,Verbrauch,part x
2024-09-03,item x,-0.91,Verbrauch,part x
2024-09-04,item x,-0.29,Verbrauch,product x
2024-09-04,item x,-1.79,Verbrauch,part x
2024-09-04,item x,-2.31,Verbrauch,part x
2024-09-04,item x,-3.31,Verbrauch,part x
2024-09-04,item x,-3.12,Verbrauch,part x
2024-09-05,item x,-0.4,Verbrauch,part x
2024-09-05,item x,-1.81,Verbrauch,part x
2024-09-06,item x,-0.47,Verbrauch,part x
2024-09-06,item x,-0.23,Verbrauch,part x
2024-09-06,item x,-2.93,Verbrauch,part x
2024-09-06,item x,-2.96,Verbrauch,part x
2024-09-06,item x,-2.86,Verbrauch,part x
2024-09-06,item x,-2.53,Verbrauch,part x
2024-09-06,item x,-2.52,Verbrauch,part x
2024-09-06,item x,-3.02,Verbrauch,part x
2024-09-06,item x,-0.27,Verbrauch,part x
2024-09-06,item x,-1.67,Verbrauch,part x
2024-09-06,item x,-9.52,Verbrauch,part x
2024-09-06,item x,-3.31,Verbrauch,part x
2024-09-06,item x,-0.36,Verbrauch,part x
2024-09-06,item x,1.22,Verbrauch,part x
2024-09-06,item x,-3.07,Verbrauch,part x
2024-09-09,item x,-1.53,Verbrauch,part x
2024-09-09,item x,-1.86,Verbrauch,part x
2024-09-10,item x,-1.88,Verbrauch,part x
2024-09-10,item x,-1.36,Verbrauch,part x
2024-09-10,item x,-3.35,Verbrauch,part x
2024-09-10,item x,-8.01,Verbrauch,part x
2024-09-10,item x,-0.57,Verbrauch,part x
2024-09-10,item x,-2.51,Verbrauch,part x
2024-09-10,item x,-7.46,Verbrauch,part x
2024-09-12,item x,-14.92,Verbrauch,part x
2024-09-12,item x,-1.98,Verbrauch,part x
2024-09-12,item x,-1.09,Verbrauch,part x
2024-09-12,item x,-1.65,Verbrauch,part x
2024-09-12,item x,-2.66,Verbrauch,part x
2024-09-12,item x,-1.8,Verbrauch,part x
2024-09-12,item x,-0.87,Verbrauch,part x
2024-09-13,item x,-3.51,Verbrauch,part x
2024-09-13,item x,-2.62,Verbrauch,part x
2024-09-13,item x,-1.63,Verbrauch,part x
2024-09-13,item x,-1.3,Verbrauch,part x
2024-09-16,item x,-0.71,Verbrauch,part x
2024-09-17,item x,-5.49,Verbrauch,part x
2024-09-17,item x,-1.79,Verbrauch,part x
2024-09-17,item x,-1.96,Verbrauch,part x
2024-09-17,item x,-1.55,Verbrauch,part x
2024-09-18,item x,-15.08,Verbrauch,part x
2024-09-18,item x,-3.87,Verbrauch,part x
2024-09-18,item x,-2.29,Verbrauch,part x
2024-09-18,item x,-1.14,Verbrauch,part x
2024-09-19,item x,-1.46,Verbrauch,part x
2024-09-19,item x,-2.2,Verbrauch,part x
2024-09-19,item x,-3.13,Verbrauch,part x
2024-09-19,item x,-0.39,Verbrauch,part x
2024-09-19,item x,-2.76,Verbrauch,part x
2024-09-20,item x,-2.56,Verbrauch,part x
2024-09-20,item x,-5.46,Verbrauch,part x
2024-09-20,item x,-5.34,Verbrauch,part x
2024-09-20,item x,-1.0,Verbrauch,part x
2024-09-20,item x,-1.23,Verbrauch,part x
2024-09-20,item x,-1.72,Verbrauch,part x
2024-09-20,item x,-1.08,Verbrauch,part x
2024-09-23,item x,-2.51,Verbrauch,part x
2024-09-23,item x,-2.56,Verbrauch,part x
2024-09-23,item x,-7.02,Verbrauch,part x
2024-09-23,item x,-4.74,Verbrauch,part x
2024-09-24,item x,-1.52,Verbrauch,part x
2024-09-24,item x,-1.26,Verbrauch,part x
2024-09-24,item x,-3.27,Verbrauch,part x
2024-09-24,item x,-2.3,Verbrauch,part x
2024-09-24,item x,-1.7,Verbrauch,part x
2024-09-24,item x,-1.07,Verbrauch,part x
2024-09-24,item x,-2.19,Verbrauch,part x
2024-09-25,item x,-1.08,Verbrauch,part x
2024-09-26,item x,-2.93,Verbrauch,part x
2024-09-26,item x,-3.66,Verbrauch,part x
2024-09-26,item x,-1.65,Verbrauch,part x
2024-09-26,item x,301.39,Zugang,part x
2024-09-26,item x,-3.31,Verbrauch,part x
2024-09-26,item x,-2.65,Verbrauch,part x
2024-09-26,item x,-1.98,Verbrauch,part x
2024-09-26,item x,-1.79,Verbrauch,part x
2024-09-26,item x,-2.44,Verbrauch,part x
2024-09-26,item x,-0.6,Verbrauch,part x
2024-09-26,item x,-2.92,Verbrauch,part x
2024-09-26,item x,-0.57,Verbrauch,part x
2024-09-26,item x,-2.52,Verbrauch,part x
2024-09-26,item x,-3.65,Verbrauch,part x
2024-09-26,item x,-1.14,Verbrauch,part x
2024-09-26,item x,-0.6,Verbrauch,part x
2024-09-26,item x,-3.36,Verbrauch,part x
2024-09-26,item x,-0.59,Verbrauch,part x
2024-09-26,item x,-1.71,Verbrauch,part x
2024-09-27,item x,-2.01,Verbrauch,part x
2024-09-27,item x,-1.93,Verbrauch,part x
2024-09-27,item x,-0.34,Verbrauch,part x
2024-09-27,item x,-2.16,Verbrauch,part x
2024-09-27,item x,-3.68,Verbrauch,part x
2024-09-30,item x,-0.6,Verbrauch,part x
2024-09-30,item x,-0.56,Verbrauch,part x
2024-09-30,item x,-3.11,Verbrauch,part x
2024-09-30,item x,-1.81,Verbrauch,part x
2024-09-30,item x,-1.67,Verbrauch,product x
2024-09-30,item x,-0.62,Verbrauch,part x
2024-09-30,item x,-2.11,Verbrauch,part x
2024-09-30,item x,-0.84,Verbrauch,part x
2024-09-23,item x,-1.68,Verbrauch,part x
2024-09-30,item x,-1.51,Verbrauch,part x
2024-10-01,item x,-2.78,Verbrauch,part x
2024-10-01,item x,-3.21,Verbrauch,part x
2024-10-01,item x,-3.55,Verbrauch,part x
2024-10-02,item x,-1.0,Verbrauch,part x
2024-10-02,item x,-2.59,Verbrauch,part x
2024-10-02,item x,-1.82,Verbrauch,part x
2024-10-02,item x,-1.49,Verbrauch,part x
2024-10-02,item x,-3.1,Verbrauch,part x
2024-10-02,item x,-2.28,Verbrauch,part x
2024-10-04,item x,-3.2,Verbrauch,part x
2024-10-07,item x,-3.39,Verbrauch,part x
2024-10-07,item x,-1.38,Verbrauch,part x
2024-10-07,item x,-0.99,Verbrauch,part x
2024-10-07,item x,-0.93,Verbrauch,part x
2024-10-07,item x,-1.32,Verbrauch,part x
2024-10-07,item x,-5.86,Verbrauch,part x
2024-10-08,item x,-2.93,Verbrauch,part x
2024-10-08,item x,-0.79,Verbrauch,part x
2024-10-08,item x,-0.83,Verbrauch,part x
2024-10-08,item x,-2.95,Verbrauch,part x
2024-10-08,item x,-3.26,Verbrauch,part x
2024-10-08,item x,-2.67,Verbrauch,part x
2024-10-08,item x,-1.31,Verbrauch,part x
2024-10-08,item x,-1.87,Verbrauch,part x
2024-10-08,item x,-1.52,Verbrauch,part x
2024-10-09,item x,-3.44,Verbrauch,part x
2024-10-09,item x,-2.41,Verbrauch,part x
2024-10-09,item x,-2.34,Verbrauch,part x
2024-10-09,item x,-1.49,Verbrauch,part x
2024-10-09,item x,-27.71,Verbrauch,part x
2024-10-09,item x,-0.91,Verbrauch,part x
2024-10-09,item x,-1.55,Verbrauch,part x
2024-10-09,item x,-0.27,Verbrauch,part x
2024-10-10,item x,-7.5,Verbrauch,part x
2024-10-10,item x,-1.81,Verbrauch,part x
2024-10-10,item x,-1.31,Verbrauch,part x
2024-10-10,item x,-3.67,Verbrauch,part x
2024-10-10,item x,-2.72,Verbrauch,part x
2024-10-10,item x,-0.97,Verbrauch,part x
2024-10-10,item x,-23.49,Verbrauch,part x
2024-10-11,item x,-1.82,Verbrauch,part x
2024-10-11,item x,-0.88,Verbrauch,part x
2024-10-11,item x,-0.25,Verbrauch,part x
2024-10-11,item x,-1.37,Verbrauch,part x
2024-10-11,item x,-2.89,Verbrauch,part x
2024-10-11,item x,-6.09,Verbrauch,part x
2024-10-11,item x,-2.59,Verbrauch,part x
2024-10-11,item x,-1.33,Verbrauch,part x
2024-10-14,item x,-1.02,Verbrauch,part x
2024-10-14,item x,-0.44,Verbrauch,part x
2024-10-14,item x,-12.49,Verbrauch,part x
2024-10-14,item x,-3.39,Verbrauch,part x
2024-10-15,item x,-2.9,Verbrauch,product x
2024-10-15,item x,-0.52,Verbrauch,part x
2024-10-16,item x,-1.11,Verbrauch,part x
2024-10-16,item x,-0.39,Verbrauch,part x
2024-10-16,item x,-0.89,Verbrauch,product x
2024-10-16,item x,-2.0,Verbrauch,part x
2024-10-16,item x,-0.53,Verbrauch,part x
2024-10-16,item x,-0.78,Verbrauch,part x
2024-10-16,item x,-0.3,Verbrauch,part x
2024-10-16,item x,-0.95,Verbrauch,part x
2024-10-17,item x,-2.52,Verbrauch,part x
2024-10-17,item x,-0.66,Verbrauch,part x
2024-10-17,item x,-3.54,Verbrauch,part x
2024-10-18,item x,-2.52,Verbrauch,part x
2024-10-18,item x,-1.23,Verbrauch,part x
2024-10-18,item x,-0.62,Verbrauch,part x
2024-10-18,item x,-1.95,Verbrauch,part x
2024-10-18,item x,-1.63,Verbrauch,part x
2024-10-18,item x,-1.16,Verbrauch,part x
2024-10-21,item x,-0.23,Verbrauch,part x
2024-10-21,item x,-3.37,Verbrauch,part x
2024-10-21,item x,-2.75,Verbrauch,part x
2024-10-21,item x,-2.77,Verbrauch,part x
2024-10-21,item x,-1.06,Verbrauch,part x
2024-10-22,item x,-4.95,Verbrauch,part x
2024-10-22,item x,-11.17,Verbrauch,part x
2024-10-22,item x,-3.42,Verbrauch,part x
2024-10-24,item x,-0.93,Verbrauch,part x
2024-10-24,item x,-0.68,Verbrauch,part x
2024-10-24,item x,-1.51,Verbrauch,part x
2024-10-24,item x,-0.34,Verbrauch,part x
2024-10-24,item x,-0.17,Verbrauch,part x
2024-10-24,item x,-3.24,Verbrauch,part x
2024-10-24,item x,-2.36,Verbrauch,part x
2024-10-24,item x,-2.39,Verbrauch,part x
2024-10-24,item x,-3.01,Verbrauch,part x
2024-10-24,item x,-2.75,Verbrauch,part x
2024-10-25,item x,-1.46,Verbrauch,part x
2024-10-25,item x,-2.44,Verbrauch,part x
2024-10-25,item x,-2.66,Verbrauch,part x
2024-10-25,item x,-1.52,Verbrauch,part x
2024-10-25,item x,-3.24,Verbrauch,part x
2024-10-25,item x,-3.71,Verbrauch,part x
2024-10-25,item x,-2.51,Verbrauch,part x
2024-10-24,item x,-1.24,Verbrauch,part x
2024-10-24,item x,-0.66,Verbrauch,part x
2024-10-28,item x,-0.31,Verbrauch,part x
2024-10-28,item x,-1.81,Verbrauch,part x
2024-10-28,item x,-3.66,Verbrauch,part x
2024-10-29,item x,-0.55,Verbrauch,part x
2024-10-29,item x,-2.88,Verbrauch,part x
2024-10-29,item x,-0.74,Verbrauch,part x
2024-10-30,item x,-3.17,Verbrauch,part x
2024-10-30,item x,-1.72,Verbrauch,part x
2024-10-30,item x,-2.13,Verbrauch,part x
2024-10-30,item x,-2.25,Verbrauch,part x
2024-10-30,item x,-1.71,Verbrauch,part x
2024-10-30,item x,-1.27,Verbrauch,part x
2024-11-04,item x,-2.06,Verbrauch,part x
2024-11-04,item x,-3.26,Verbrauch,part x
2024-11-04,item x,-2.53,Verbrauch,part x
2024-11-04,item x,-0.65,Verbrauch,part x
2024-11-04,item x,-2.02,Verbrauch,part x
2024-11-04,item x,-2.62,Verbrauch,part x
2024-11-04,item x,-0.45,Verbrauch,part x
2024-11-05,item x,-2.02,Verbrauch,part x
2024-11-05,item x,-2.8,Verbrauch,part x
2024-11-05,item x,-2.87,Verbrauch,part x
2024-11-05,item x,-0.75,Verbrauch,part x
2024-11-05,item x,-0.25,Verbrauch,part x
2024-11-06,item x,-0.69,Verbrauch,part x
2024-11-06,item x,-0.9,Verbrauch,part x
2024-11-06,item x,-3.41,Verbrauch,part x
2024-11-06,item x,-1.29,Verbrauch,part x
2024-11-06,item x,-2.34,Verbrauch,part x
2024-11-06,item x,-1.64,Verbrauch,part x
2024-11-06,item x,-0.72,Verbrauch,part x
2024-11-05,item x,2.54,Verbrauch,part x
2024-11-06,item x,-1.52,Verbrauch,part x
2024-11-07,item x,-8.39,Verbrauch,part x
2024-11-07,item x,-2.55,Verbrauch,part x
2024-11-07,item x,-3.28,Verbrauch,part x
2024-11-07,item x,-1.13,Verbrauch,part x
2024-11-07,item x,-2.21,Verbrauch,part x
2024-11-07,item x,-2.03,Verbrauch,part x
2024-11-07,item x,-3.12,Verbrauch,part x
2024-11-07,item x,-5.22,Verbrauch,part x
2024-11-08,item x,-1.89,Verbrauch,part x
2024-11-08,item x,-0.27,Verbrauch,part x
2024-11-08,item x,-2.19,Verbrauch,part x
2024-11-08,item x,-1.64,Verbrauch,part x
2024-11-08,item x,-3.45,Verbrauch,part x
2024-11-08,item x,-1.09,Verbrauch,part x
2024-11-11,item x,-5.91,Verbrauch,part x
2024-11-11,item x,-0.7,Verbrauch,part x
2024-11-11,item x,-2.36,Verbrauch,part x
2024-11-11,item x,-2.33,Verbrauch,part x
2024-11-11,item x,-2.5,Verbrauch,part x
2024-11-11,item x,-3.11,Verbrauch,part x
2024-11-11,item x,-1.64,Verbrauch,part x
2024-11-11,item x,-3.14,Verbrauch,part x
2024-11-12,item x,-1.73,Verbrauch,part x
2024-11-12,item x,-3.12,Verbrauch,part x
2024-11-12,item x,-1.8,Verbrauch,part x
2024-11-12,item x,-1.32,Verbrauch,part x
2024-11-12,item x,-1.64,Verbrauch,part x
2024-11-12,item x,-2.56,Verbrauch,part x
2024-11-13,item x,-0.46,Verbrauch,part x
2024-11-13,item x,-3.01,Verbrauch,part x
2024-11-13,item x,-2.53,Verbrauch,part x
2024-11-13,item x,-2.66,Verbrauch,part x
2024-11-13,item x,-2.07,Verbrauch,part x
2024-11-13,item x,-0.88,Verbrauch,part x
2024-11-13,item x,-0.84,Verbrauch,part x
2024-11-13,item x,-1.57,Verbrauch,part x
2024-11-13,item x,-3.04,Verbrauch,part x
2024-11-14,item x,-2.56,Verbrauch,part x
2024-11-14,item x,-3.35,Verbrauch,part x
2024-11-14,item x,-3.01,Verbrauch,part x
2024-11-14,item x,-1.29,Verbrauch,part x
2024-11-14,item x,-1.97,Verbrauch,part x
2024-11-14,item x,-0.66,Verbrauch,part x
2024-11-15,item x,-0.87,Verbrauch,part x
2024-11-15,item x,-0.58,Verbrauch,part x
